Marital status;Application mode;Application order;Course;Daytime/evening attendance	;Previous qualification;Previous qualification (grade);Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Admission grade;Displaced;Educational special needs;Debtor;Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;International;Curricular units 1st sem (credited);Curricular units 1st sem (enrolled);Curricular units 1st sem (evaluations);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 1st sem (without evaluations);Curricular units 2nd sem (credited);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (evaluations);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 2nd sem (without evaluations);Unemployment rate;Inflation rate;GDP;Target
1;1;3;171;1;1;1;1;38;37;4;9;1;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;3;2;Enrolled
1;17;2;9556;1;1;2;1;37;38;9;8;0;1;0;0;1;0;0;19;0;0;7;16;2;12.75;0;0;7;12;2;11.0;0;0;2;3;Dropout
1;1;2;9070;1;1;2;1;19;37;9;9;2;1;0;0;1;0;1;22;0;0;6;10;5;10.8;0;0;6;7;5;12.8;0;2;3;1;Graduate
1;1;4;9500;1;1;1;1;19;19;3;3;0;1;0;0;1;0;0;19;0;0;7;12;4;12.85;0;0;7;7;7;12.62142857142857;0;1;1;3;Enrolled
1;44;1;9085;1;39;2;1;12;38;4;8;3;1;0;0;1;1;0;23;0;1;6;10;5;12.5;0;1;6;8;2;13.5;0;2;1;3;Dropout
1;1;2;9085;1;1;2;1;1;19;4;10;2;1;0;0;1;0;1;19;0;0;5;10;3;12.666666666666666;1;0;5;7;3;13.0;0;2;3;1;Graduate
1;39;1;9500;1;40;1;1;1;1;4;4;3;1;0;0;1;0;0;27;0;1;7;7;7;14.757142857142856;0;1;8;9;8;14.077777777777778;0;3;1;1;Graduate
1;1;1;9147;1;1;2;1;37;1;4;10;2;0;0;0;1;0;0;18;0;0;5;6;4;11.25;0;0;5;8;5;11.0;0;1;2;2;Enrolled
1;17;2;9853;1;1;2;1;37;37;5;6;2;1;0;0;1;0;0;22;0;0;6;9;4;12.25;0;0;6;8;5;11.6;0;1;2;2;Enrolled
1;1;2;9500;1;1;2;1;3;1;4;3;2;0;0;0;1;0;0;18;0;0;7;7;7;13.995714285714287;0;0;8;9;8;14.955555555555556;0;1;1;3;Graduate
1;7;1;9500;1;3;2;1;34;34;0;0;2;0;0;0;1;0;0;28;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;0;3;2;Dropout
1;1;1;171;1;1;2;1;19;37;5;6;2;1;0;1;0;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;2;3;Dropout
1;1;1;9500;1;1;2;1;38;19;9;5;2;0;0;0;1;0;0;20;0;0;7;9;6;12.7;0;0;8;8;7;13.571428571428571;0;3;0;2;Graduate
1;43;1;8014;0;1;2;1;19;37;4;10;0;0;0;0;1;1;0;44;0;9;13;18;13;11.846153846153848;0;9;11;11;11;12.0;0;2;3;1;Graduate
1;1;1;9238;1;1;2;1;19;38;3;9;2;1;0;0;1;0;1;18;0;0;6;6;6;14.0;0;0;6;6;6;13.666666666666666;0;2;1;3;Graduate
1;1;1;9238;1;1;1;1;19;19;9;9;1;1;0;0;1;0;1;19;0;0;6;9;6;10.857142857142858;0;0;6;7;6;11.666666666666666;0;2;1;3;Graduate
1;1;1;9773;1;1;2;1;34;26;0;6;3;1;0;0;1;0;0;18;0;0;6;6;6;15.166666666666666;0;0;6;7;6;14.857142857142858;0;0;3;2;Graduate
1;1;2;9556;1;1;2;1;1;19;4;5;2;1;0;0;1;0;1;18;0;0;7;8;7;12.214285714285714;0;0;8;8;8;14.0625;0;3;1;1;Graduate
1;1;1;9238;1;1;1;1;1;19;5;9;1;0;0;0;1;1;0;18;0;0;6;8;6;12.0;0;0;6;7;6;11.714285714285714;0;3;3;0;Graduate
2;39;1;9670;1;1;2;1;37;19;9;4;2;0;0;0;1;0;1;43;0;0;6;8;5;11.0;0;0;6;9;5;13.0;0;2;1;3;Graduate
1;1;4;9500;1;1;2;1;38;1;5;6;2;1;0;0;1;0;0;18;0;0;7;9;7;14.711111111111112;0;0;8;9;8;14.627777777777778;0;3;3;0;Graduate
1;39;1;9500;1;1;2;1;1;19;5;3;2;0;1;0;1;0;0;26;0;0;7;11;5;11.2;0;0;8;13;5;12.14;0;3;1;1;Enrolled
1;44;1;9003;1;39;2;1;38;37;9;9;2;1;0;0;1;1;0;20;0;0;6;8;6;13.125;0;0;6;10;6;13.2;0;3;1;1;Graduate
1;17;1;9500;1;1;2;1;38;38;7;10;2;1;0;0;1;0;0;18;0;0;8;8;8;14.935;0;0;8;8;8;14.935;0;0;0;0;Graduate
1;17;1;9085;1;1;1;1;38;19;8;8;1;0;0;0;1;1;0;20;0;0;5;7;5;14.6;1;0;5;5;5;14.2;0;2;3;1;Graduate
1;1;1;9147;1;1;1;1;19;38;9;7;1;0;0;0;0;1;0;19;0;0;5;16;1;12.0;0;0;5;6;0;0.0;0;3;0;2;Dropout
2;39;2;9556;1;1;2;105;1;3;9;2;2;1;0;0;1;0;0;28;1;0;7;9;7;12.428571428571429;0;0;8;8;8;12.3;0;2;1;3;Enrolled
1;17;2;171;1;1;2;1;3;3;3;3;2;1;0;0;1;0;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;3;0;2;Graduate
1;17;2;9238;1;1;1;1;19;38;7;8;1;1;0;0;1;0;0;21;0;0;6;9;6;11.375;0;0;6;9;6;13.285714285714286;0;3;1;1;Graduate
1;1;1;9773;1;1;1;1;3;3;2;2;1;1;0;1;0;0;0;18;0;0;6;7;5;12.2;0;0;6;11;4;11.5;0;1;1;3;Dropout
1;1;1;9500;1;1;2;1;19;19;7;9;2;0;0;0;1;0;1;19;0;0;8;8;7;14.4;0;0;8;8;7;14.4;0;2;3;1;Graduate
1;17;5;9119;1;1;1;11;4;12;2;9;1;1;0;0;1;1;0;20;1;0;5;5;5;14.8;0;0;5;5;5;17.6;0;0;2;3;Graduate
1;39;1;9991;0;1;2;1;1;37;9;7;2;0;0;0;1;0;1;24;0;0;5;7;5;12.285714285714286;0;0;5;9;5;12.75;1;3;1;1;Graduate
1;39;1;9991;0;1;1;1;1;1;4;10;1;0;0;0;1;1;0;24;0;0;5;5;4;12.0;0;0;5;6;5;12.666666666666666;0;2;1;3;Enrolled
1;1;3;9070;1;1;2;1;37;38;9;9;1;1;0;0;1;0;1;18;0;0;6;6;6;14.0;0;0;6;8;6;13.625;0;1;2;2;Graduate
1;1;1;9085;1;1;1;1;37;2;9;4;1;1;0;0;1;0;1;18;0;0;6;7;6;15.714285714285714;0;0;6;17;5;12.77777777777778;0;2;1;3;Graduate
4;39;1;9670;1;1;2;1;2;1;3;9;3;0;0;1;0;1;0;53;0;0;6;11;3;14.333333333333334;0;0;6;6;0;0.0;0;2;3;1;Dropout
1;39;1;9003;1;1;0;1;1;1;9;4;1;0;0;1;0;1;0;27;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;3;0;2;Dropout
1;17;3;9085;1;1;1;1;1;19;4;90;1;0;0;0;0;0;0;21;0;0;5;8;2;11.5;0;0;5;7;2;10.5;0;0;3;2;Dropout
1;1;3;9254;1;1;1;1;37;37;9;3;1;1;0;0;1;0;0;19;0;0;6;12;6;11.666666666666666;0;0;6;14;3;12.0;0;0;3;2;Graduate
1;1;1;9500;1;1;1;1;1;1;9;9;1;0;0;0;1;0;0;19;0;0;8;8;7;15.0;0;0;8;8;7;15.0;0;2;3;1;Graduate
1;39;1;9085;1;1;2;1;37;37;90;90;0;0;0;1;0;1;0;35;0;0;5;7;2;11.5;0;0;5;8;2;10.5;0;0;3;2;Dropout
1;51;1;171;1;1;1;1;2;1;3;3;2;1;0;0;1;1;0;21;0;6;12;12;12;13.666666666666666;0;4;11;16;11;13.0;0;0;2;3;Graduate
1;1;2;9500;1;1;1;1;19;19;7;7;1;1;0;0;1;0;0;19;0;0;8;11;7;12.545714285714286;0;0;8;11;7;12.545714285714286;0;1;2;2;Graduate
1;1;2;9773;1;1;1;1;37;37;9;7;1;1;0;0;1;0;0;20;0;0;6;12;1;17.0;0;0;6;12;1;17.0;0;0;0;0;Enrolled
1;1;1;9085;1;1;1;1;1;19;4;9;1;1;0;0;1;0;0;24;0;0;5;6;5;13.0;1;0;5;9;4;13.25;0;2;3;1;Graduate
1;44;1;9085;1;39;2;6;5;4;1;1;2;0;0;0;1;0;0;20;1;2;6;7;6;13.333333333333334;0;1;6;16;5;13.375;0;2;1;3;Graduate
1;17;4;9254;1;1;1;1;1;1;4;4;1;1;0;0;1;0;0;19;0;0;6;7;6;11.666666666666666;0;0;6;6;6;12.333333333333334;0;3;0;2;Dropout
1;1;3;9773;1;1;2;1;1;39;4;1;2;1;1;0;1;1;0;21;0;0;6;6;5;11.8;0;0;6;9;0;0.0;0;3;1;1;Dropout
1;1;2;9147;1;1;1;1;1;1;9;6;1;0;0;0;1;1;0;19;0;0;5;9;5;10.8;0;0;5;13;2;13.5;0;0;2;3;Enrolled
1;1;1;9085;1;1;2;1;38;37;1;1;1;1;0;0;1;0;0;21;0;0;5;8;3;11.333333333333334;1;0;5;8;3;13.333333333333334;0;2;3;1;Enrolled
1;17;2;9670;1;1;1;1;3;1;3;1;1;0;0;0;1;0;0;19;0;0;5;5;5;13.4;0;0;5;5;5;14.0;0;0;0;0;Graduate
1;1;5;9500;1;1;1;1;1;3;9;10;1;1;0;0;1;1;0;18;0;0;7;10;6;12.035714285714286;0;0;8;9;7;13.75;0;3;0;2;Enrolled
1;1;1;9085;1;1;1;1;3;1;2;8;1;1;0;0;1;0;0;19;0;0;6;13;4;11.8;0;0;6;18;4;12.2;0;2;1;3;Enrolled
1;1;1;9773;1;1;0;1;34;38;0;3;0;0;0;0;1;1;0;20;0;0;6;11;4;10.75;0;0;6;13;2;10.0;0;0;3;2;Dropout
1;43;1;9147;1;1;1;1;37;38;7;7;0;0;0;0;1;1;0;25;0;0;5;12;3;11.0;1;0;5;12;4;11.5;0;0;0;0;Enrolled
1;17;1;9670;1;1;1;1;19;19;191;171;0;0;0;1;0;1;0;21;0;0;6;11;4;12.25;0;0;6;9;4;13.4;0;1;1;3;Enrolled
1;1;1;8014;0;1;1;1;34;37;9;90;1;1;0;0;1;0;0;25;0;0;6;6;6;12.833333333333334;0;0;6;6;6;12.833333333333334;0;0;3;2;Graduate
1;1;1;9085;1;1;2;1;3;4;2;2;2;0;0;0;1;0;0;18;0;0;5;12;5;12.8;2;0;5;10;5;11.857142857142858;1;0;0;0;Graduate
1;17;1;8014;0;1;1;1;37;37;5;6;1;1;0;1;1;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;7;6;11.666666666666666;0;1;2;2;Graduate
1;7;1;9991;0;3;1;1;37;37;6;7;1;0;0;1;0;1;0;46;0;0;5;5;0;0.0;0;0;5;5;1;10.0;0;1;1;3;Dropout
2;39;1;8014;0;1;1;1;34;34;99;99;1;0;0;0;1;0;0;44;0;0;6;9;6;11.166666666666666;0;1;6;15;2;11.0;1;0;3;2;Graduate
1;1;1;9773;1;1;1;1;1;19;7;7;1;1;0;0;1;0;1;20;0;0;6;11;4;14.0;0;0;6;12;3;11.0;0;0;0;0;Enrolled
1;1;3;9119;1;1;1;1;1;1;3;5;1;0;0;0;1;1;1;19;0;0;5;10;5;11.8;0;0;5;12;3;11.5;0;1;1;3;Enrolled
1;17;6;9238;1;1;2;1;3;3;1;2;1;1;0;0;1;0;0;19;0;0;6;11;5;10.8;0;0;6;12;5;11.333333333333334;0;3;3;0;Graduate
1;1;3;171;1;1;1;1;1;1;9;8;1;0;0;0;1;0;1;21;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;1;1;3;Graduate
1;1;4;9500;1;1;2;1;38;38;9;8;2;1;0;0;1;0;0;18;0;0;8;8;7;12.242857142857144;0;0;8;8;7;12.242857142857144;0;2;3;1;Graduate
1;1;1;9670;1;1;1;1;37;37;0;0;1;1;0;0;1;0;0;21;0;0;5;8;3;13.0;0;0;5;7;4;11.5;1;0;3;2;Graduate
2;39;1;9003;1;1;2;1;37;37;8;7;2;0;0;0;1;1;0;31;0;0;6;10;6;15.0;0;0;6;11;5;12.5;0;3;0;2;Graduate
1;17;1;9670;1;1;1;1;12;38;9;5;1;0;0;0;1;0;1;19;0;0;6;6;6;13.666666666666666;0;0;6;9;6;13.666666666666666;0;0;2;3;Graduate
1;17;4;9773;1;1;2;1;1;1;3;3;1;1;0;0;1;0;1;18;0;0;6;6;6;12.333333333333334;0;0;6;6;6;13.5;0;3;1;1;Graduate
1;44;1;8014;0;39;1;1;19;37;7;6;1;1;0;0;1;0;0;22;0;3;6;6;6;12.5;0;2;6;7;6;13.285714285714286;0;2;1;3;Graduate
1;1;1;9500;1;1;1;1;19;19;9;10;1;1;0;1;1;0;0;19;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;1;1;3;Dropout
1;39;1;9085;1;1;2;1;37;37;9;9;2;1;0;1;1;0;0;27;0;0;6;11;6;12.125;0;0;6;16;5;12.0;0;2;1;3;Enrolled
1;1;1;9119;1;1;1;1;3;1;2;3;1;0;0;0;1;1;0;20;0;0;5;9;4;11.6;0;0;5;7;4;12.25;2;0;3;2;Enrolled
1;1;1;9500;1;1;2;1;37;37;9;9;2;0;0;0;1;1;0;18;0;0;8;8;7;13.4;0;0;8;8;7;13.4;0;2;3;1;Graduate
1;1;1;9085;1;1;2;1;3;2;1;1;2;1;0;0;0;0;0;22;0;0;5;12;4;14.6;3;0;5;5;4;12.75;1;0;0;0;Dropout
1;7;1;9500;1;3;2;1;3;1;4;4;2;0;0;0;1;0;0;26;0;0;7;0;0;0.0;0;0;8;0;0;0.0;0;3;0;2;Dropout
1;17;1;171;1;1;2;1;4;4;3;3;2;0;0;1;1;1;0;19;0;5;12;12;10;12.7;0;4;11;16;10;12.272727272727272;0;0;2;3;Enrolled
1;1;5;9130;1;1;2;1;3;1;2;9;2;1;0;0;1;0;0;19;0;0;5;13;1;13.0;0;0;5;7;2;12.5;0;2;3;1;Dropout
1;44;1;9070;1;39;1;1;2;19;3;8;1;0;0;0;1;1;0;21;0;2;7;10;6;13.428571428571429;0;5;9;9;8;13.125;0;3;1;1;Graduate
1;7;1;9991;0;40;1;1;19;19;7;3;2;0;0;0;1;0;0;26;0;5;10;13;8;12.666666666666666;0;5;10;12;10;13.4;0;1;1;3;Graduate
1;17;2;9070;1;1;2;1;37;38;9;10;3;1;0;0;1;1;1;23;0;0;6;8;6;13.333333333333334;0;0;6;7;5;12.8;0;0;0;0;Graduate
1;44;1;9070;1;39;1;1;3;38;3;9;1;0;0;0;1;1;0;20;0;2;7;7;6;12.5;0;5;9;10;7;13.142857142857142;1;3;1;1;Graduate
1;1;1;9147;1;1;2;1;1;19;3;3;2;0;0;0;1;0;1;18;0;0;5;5;5;15.0;0;0;5;5;5;15.2;0;2;3;1;Graduate
1;16;4;9773;1;1;0;1;37;37;9;3;2;1;0;0;1;0;1;18;0;0;6;7;6;12.666666666666666;0;0;6;8;5;12.8;0;1;2;2;Graduate
1;17;4;9853;1;1;2;1;19;38;4;1;2;1;0;0;1;0;0;18;0;0;6;7;6;11.666666666666666;0;0;6;10;6;11.833333333333334;0;1;2;2;Graduate
1;39;1;8014;0;1;1;1;1;1;4;4;2;0;0;0;1;0;0;27;0;0;6;6;6;12.5;0;1;6;6;6;12.333333333333334;0;3;3;0;Graduate
1;17;1;9070;1;1;2;1;38;19;5;5;2;0;0;0;1;0;1;21;0;0;6;6;6;11.5;0;0;6;6;6;12.333333333333334;0;0;0;0;Graduate
1;17;1;9085;1;1;3;14;37;37;9;9;2;1;0;0;1;0;0;19;1;0;6;13;6;16.0;0;0;6;8;6;14.5;0;3;3;0;Graduate
1;39;1;9500;1;1;1;1;37;37;9;9;0;0;0;0;1;1;0;34;0;0;7;15;6;11.333333333333334;0;0;7;16;4;12.6;0;3;1;1;Enrolled
4;39;2;9147;1;19;2;1;37;37;9;7;1;0;0;1;0;1;0;70;0;0;5;5;0;0.0;0;0;5;9;0;0.0;0;1;2;2;Dropout
1;1;1;9130;1;1;2;1;2;37;9;7;1;1;0;0;1;1;1;18;0;0;6;7;6;13.5;0;0;6;8;6;12.5;0;2;1;3;Graduate
1;17;1;9773;1;1;1;1;38;38;9;9;1;0;0;1;1;1;0;19;0;0;6;6;4;11.25;0;0;6;6;3;11.333333333333334;0;3;1;1;Dropout
1;1;5;9500;1;1;2;1;19;38;4;8;2;1;0;0;1;0;1;18;0;0;8;9;8;13.31;1;0;8;9;8;13.31;1;0;0;0;Graduate
1;17;2;9500;1;1;1;1;19;37;9;7;2;1;0;0;1;0;0;20;0;0;7;8;6;14.37;0;0;8;10;7;14.65;0;2;1;3;Graduate
1;51;1;9991;0;1;2;1;19;38;5;7;0;0;0;0;1;0;0;21;0;1;5;9;4;11.5;0;1;5;5;5;11.4;0;0;2;3;Graduate
1;17;3;9085;1;1;1;1;38;1;9;9;1;1;0;0;1;1;0;21;0;0;5;11;0;0.0;0;0;5;10;5;12.285714285714286;1;1;2;2;Graduate
2;39;1;9991;0;19;2;1;19;39;5;3;1;0;0;1;0;0;0;31;0;0;5;7;0;0.0;0;0;5;7;0;0.0;0;3;1;1;Dropout
1;17;4;9238;1;1;2;1;19;37;9;9;2;1;0;0;1;0;1;18;0;0;6;8;6;12.75;0;0;6;10;6;12.166666666666666;0;2;3;1;Graduate
1;17;2;9500;1;1;2;1;2;38;3;8;2;1;0;0;1;0;0;18;0;0;8;12;7;12.285714285714286;0;0;8;12;7;12.285714285714286;0;2;3;1;Enrolled
1;43;1;171;1;1;2;1;19;19;9;4;1;0;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;3;0;2;Enrolled
4;43;4;9991;0;12;2;1;37;37;9;9;2;0;0;0;0;0;0;40;0;0;5;10;0;0.0;0;0;5;5;0;0.0;0;0;3;2;Dropout
1;1;2;9500;1;1;2;1;19;37;1;9;2;1;0;0;1;0;1;19;0;0;8;8;8;14.07125;0;0;8;8;8;14.07125;0;0;0;0;Graduate
1;17;5;9119;1;1;2;1;19;19;5;5;1;1;0;1;1;1;0;18;0;0;5;9;4;12.5;0;0;5;11;5;11.285714285714286;0;2;1;3;Enrolled
1;7;1;9085;1;40;1;1;1;1;4;4;2;1;0;0;1;0;0;22;0;0;6;7;6;17.0;0;0;6;7;6;16.285714285714285;0;1;1;3;Graduate
1;1;1;9238;1;1;2;1;34;38;4;7;2;0;0;0;1;0;1;18;0;0;6;12;4;11.0;0;0;6;9;6;11.5;0;0;0;0;Graduate
1;1;3;9773;1;1;2;1;38;38;5;8;2;1;0;0;1;0;1;18;0;0;6;6;6;14.833333333333334;0;0;6;6;6;14.166666666666666;0;0;2;3;Graduate
1;18;1;9773;1;1;1;1;1;1;4;7;1;1;0;0;1;1;0;19;0;0;6;6;6;13.833333333333334;0;0;6;6;6;14.5;0;0;2;3;Graduate
1;1;1;171;1;1;2;1;1;19;5;8;2;1;0;0;1;0;1;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;3;0;2;Graduate
1;1;2;9085;1;1;3;1;37;1;9;9;3;1;0;0;1;0;1;18;0;0;5;6;4;15.75;0;0;5;5;5;13.8;0;1;2;2;Graduate
1;1;1;171;1;1;2;1;37;37;9;9;2;1;0;0;1;1;0;18;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;3;2;Graduate
1;39;1;9991;0;19;2;1;37;37;9;6;0;0;0;1;1;0;0;28;0;0;5;14;2;10.5;0;0;5;6;0;0.0;0;2;1;3;Dropout
1;17;3;9773;1;1;2;1;34;34;99;99;2;1;0;1;1;0;1;19;0;0;6;8;6;12.166666666666666;0;0;6;8;5;12.4;0;0;0;0;Dropout
1;1;1;9147;1;1;2;1;1;38;4;3;2;0;0;0;1;0;0;18;0;0;5;5;5;16.2;0;0;5;5;5;16.4;0;1;1;3;Graduate
1;39;1;9003;1;19;2;1;1;19;9;8;1;0;0;1;0;1;0;27;0;0;6;11;2;11.5;0;0;6;7;0;0.0;0;0;2;3;Dropout
1;7;1;9085;1;3;2;1;19;20;4;90;2;1;0;0;1;0;0;32;0;0;5;8;1;14.0;2;0;5;12;0;0.0;4;1;2;2;Dropout
1;17;1;9238;1;1;1;1;19;19;5;4;1;0;0;0;1;0;1;18;0;0;6;8;5;10.8;0;0;6;9;6;10.5;0;2;1;3;Graduate
1;7;1;9238;1;3;2;1;37;37;9;9;2;1;0;0;1;0;0;36;0;10;14;21;13;13.071428571428571;0;4;11;16;11;13.0;0;3;1;1;Graduate
1;1;1;9500;1;1;1;1;19;37;3;8;1;1;0;0;1;1;0;19;0;0;8;10;5;12.858;3;0;8;10;5;12.858;3;0;0;0;Enrolled
1;7;1;9500;1;40;3;1;1;1;9;4;3;0;0;0;1;0;0;24;0;4;7;7;7;16.885714285714283;0;3;8;9;8;15.744444444444444;0;3;1;1;Graduate
1;43;1;9147;1;1;1;1;3;19;9;9;1;0;0;0;1;0;0;21;0;3;10;18;6;11.166666666666666;2;4;10;16;7;10.571428571428571;0;0;3;2;Enrolled
1;17;2;9119;1;1;1;1;19;1;9;7;1;0;0;0;1;1;0;19;0;0;5;0;0;0.0;0;0;5;0;0;0.0;0;3;1;1;Dropout
1;1;4;9147;1;1;1;1;19;38;5;5;1;1;0;0;1;1;0;18;0;0;5;6;4;11.5;0;0;5;12;2;10.333333333333334;0;1;2;2;Enrolled
1;44;1;9003;1;39;1;1;19;37;9;9;2;1;0;0;1;1;0;23;0;0;6;8;6;12.571428571428571;0;0;6;7;6;12.428571428571429;0;0;2;3;Graduate
1;17;2;9238;1;1;2;1;1;37;7;9;2;1;0;0;1;0;1;18;0;0;6;8;6;12.25;0;0;6;7;6;11.857142857142858;0;2;3;1;Graduate
1;1;1;9085;1;1;2;1;1;37;4;10;2;0;0;0;1;0;0;19;0;0;5;7;5;14.4;0;0;5;6;5;13.2;0;0;3;2;Graduate
1;39;1;9670;1;1;2;1;19;19;7;7;2;0;0;1;0;1;0;24;0;0;6;12;0;0.0;0;0;6;9;0;0.0;0;1;2;2;Dropout
1;53;1;9085;1;42;1;1;19;1;9;9;2;1;0;1;0;0;0;24;0;7;9;9;8;13.125;0;4;9;13;6;13.0;0;0;2;3;Enrolled
1;1;1;9147;1;1;2;1;19;19;9;9;1;1;0;0;1;0;1;18;0;0;5;8;4;10.75;0;0;5;5;5;13.0;0;2;1;3;Graduate
1;1;1;9085;1;1;1;1;37;37;9;9;1;1;0;0;1;0;0;19;0;0;5;10;2;14.5;1;0;5;9;3;11.333333333333334;0;2;3;1;Enrolled
1;1;4;9238;1;1;2;1;1;37;8;9;1;1;0;0;1;0;0;19;0;0;6;0;0;0.0;0;0;6;0;0;0.0;0;2;3;1;Dropout
1;1;5;9500;1;1;1;1;19;37;9;7;2;1;0;0;1;0;0;18;0;0;7;10;7;12.9;0;0;8;15;7;12.142857142857142;0;3;3;0;Dropout
1;1;1;9238;1;1;1;1;38;38;8;7;1;1;0;0;1;0;1;19;0;0;6;7;6;11.857142857142858;0;0;6;8;6;13.142857142857142;0;2;1;3;Graduate
1;42;1;9147;1;1;1;1;37;38;9;1;2;1;0;0;1;0;0;26;0;3;5;5;4;13.0;0;1;5;7;2;12.0;0;0;0;0;Enrolled
1;1;2;9070;1;1;2;1;1;19;4;3;2;0;0;0;1;0;0;19;0;0;6;6;6;12.166666666666666;0;0;6;6;6;11.333333333333334;0;2;3;1;Graduate
1;17;5;9500;1;1;2;1;19;1;4;3;2;1;0;0;1;0;0;19;0;0;8;8;8;14.34125;0;0;8;8;8;14.34125;0;0;0;0;Graduate
1;17;6;9500;1;1;2;1;19;38;9;3;2;1;0;0;1;0;0;19;0;0;8;9;7;12.3;0;0;8;9;7;12.3;0;2;3;1;Graduate
1;1;3;9773;1;1;2;1;3;1;2;4;2;1;0;0;1;1;0;20;0;0;6;6;5;12.8;0;0;6;11;3;12.75;0;3;3;0;Graduate
1;44;1;9119;1;39;3;1;1;1;9;8;3;0;0;0;1;1;1;20;0;3;7;12;6;14.142857142857142;0;1;6;10;6;14.125;0;2;1;3;Enrolled
1;43;1;9085;1;1;0;1;3;19;4;6;0;0;0;1;0;1;0;34;0;2;6;13;3;11.333333333333334;0;0;6;8;2;11.5;0;3;0;2;Dropout
2;39;1;9130;1;1;1;1;1;19;6;6;2;1;0;0;1;1;0;37;0;1;5;12;3;12.0;2;1;5;8;4;13.0;1;1;2;2;Graduate
2;7;1;9147;1;3;1;1;37;37;9;9;1;0;0;0;1;0;0;33;0;3;8;9;5;12.6;2;2;7;13;5;11.25;0;1;2;2;Enrolled
1;39;1;9500;1;19;2;1;37;38;151;161;2;0;0;0;1;0;0;27;0;0;7;12;4;14.0;0;0;7;14;3;12.525;0;2;1;3;Enrolled
1;42;4;9500;1;6;2;1;1;19;2;9;2;1;0;0;1;0;1;18;0;0;7;7;6;14.35;0;0;7;7;6;14.35;0;0;3;2;Graduate
2;43;1;9991;0;2;1;1;37;37;9;9;1;0;0;0;0;0;0;38;0;9;12;12;9;12.22222222222222;2;9;12;12;9;13.0;0;0;0;0;Dropout
1;1;1;9130;1;1;2;1;3;19;3;5;2;1;0;0;1;0;0;20;0;0;5;8;4;12.5;1;0;5;8;4;12.25;2;1;2;2;Graduate
1;15;1;171;1;1;1;26;1;1;2;9;2;0;0;0;1;1;0;21;1;6;12;12;12;15.083333333333334;0;4;11;15;11;13.083333333333334;0;0;2;3;Enrolled
1;44;1;9119;1;1;1;1;37;12;9;8;2;1;0;1;0;1;0;23;0;0;5;6;0;0.0;0;0;5;7;0;0.0;0;3;0;2;Dropout
1;1;1;9238;1;1;2;1;37;1;3;5;1;0;0;0;1;0;0;21;0;0;6;11;5;11.2;0;0;6;15;1;10.0;0;0;3;2;Enrolled
4;43;1;8014;0;1;2;1;38;37;9;9;1;0;0;0;1;0;1;39;0;3;9;9;9;13.11111111111111;0;2;7;10;7;11.714285714285714;0;2;3;1;Graduate
1;1;4;9500;1;1;1;1;19;1;1;1;1;1;0;0;1;0;0;18;0;0;7;10;7;13.03;0;0;8;8;8;13.21875;0;3;3;0;Graduate
1;1;3;9500;1;1;2;1;1;19;4;9;2;1;0;0;1;0;0;19;0;0;7;9;6;13.411428571428573;0;0;8;12;7;13.294444444444444;0;3;3;0;Enrolled
1;17;6;9500;1;1;1;1;37;19;7;7;2;1;0;0;1;0;1;22;0;0;7;8;6;13.516666666666666;0;0;8;9;7;13.771428571428572;0;1;1;3;Graduate
2;43;1;9147;1;1;1;1;19;37;7;10;2;0;0;0;1;0;0;34;0;12;15;17;12;11.916666666666666;0;11;13;13;11;13.181818181818182;0;0;3;2;Graduate
1;17;3;9500;1;1;2;1;1;1;9;9;2;1;0;0;1;0;1;18;0;0;7;7;7;14.868571428571428;0;0;8;9;8;15.11111111111111;0;1;1;3;Graduate
1;17;6;9147;1;1;2;1;19;38;5;6;1;1;0;0;1;1;0;20;0;0;5;7;3;12.666666666666666;1;0;5;12;2;12.5;0;0;0;0;Enrolled
1;17;1;171;1;1;2;1;37;37;9;9;2;0;0;0;1;1;0;22;0;0;0;0;0;0.0;0;0;0;0;0;0.0;0;2;3;1;Graduate
1;18;2;9238;1;1;1;1;19;1;4;3;1;1;0;0;1;0;1;19;0;0;6;8;4;10.75;0;0;6;11;5;11.5;0;3;3;0;Graduate
1;43;1;9773;1;1;1;1;37;38;9;5;0;1;0;0;0;1;0;26;0;0;6;12;3;12.0;0;0;6;15;0;0.0;0;0;0;0;Dropout
2;39;1;9991;0;1;2;1;37;37;9;9;1;0;0;0;1;1;0;52;0;0;5;7;5;11.2;0;0;5;6;5;12.8;1;0;3;2;Graduate
